smoothing_kernel,functional_kernel,l,mse,coef0,degree,gamma
sigmoid,sigmoid,,0.06415311417632723,0.25,,0.0005
sigmoid,sigmoid,,0.06414498069871657,0.5,,0.0005
sigmoid,sigmoid,,0.0641405834770945,1.0,,0.0005
sigmoid,sigmoid,,0.06413973188000577,5.0,,0.0005
sigmoid,sigmoid,,0.06413973184569888,0.25,,0.001
sigmoid,sigmoid,,0.06413973183295894,0.5,,0.001
sigmoid,sigmoid,,0.06413973182053363,1.0,,0.001
sigmoid,sigmoid,,0.06413973181331688,5.0,,0.001
sigmoid,sigmoid,,0.06413973181332074,0.25,,0.005
sigmoid,sigmoid,,0.06413973181332074,0.5,,0.005
sigmoid,sigmoid,,0.06413973181332074,1.0,,0.005
sigmoid,sigmoid,,0.06413973181332074,5.0,,0.005
sigmoid,sigmoid,,0.06413973181332074,0.25,,0.01
sigmoid,sigmoid,,0.06413973181332074,0.5,,0.01
sigmoid,sigmoid,,0.06413973181332074,1.0,,0.01
sigmoid,sigmoid,,0.06413973181332074,5.0,,0.01
sigmoid,sigmoid,,0.06413973181332074,0.25,,0.05
sigmoid,sigmoid,,0.06413973181332074,0.5,,0.05
sigmoid,sigmoid,,0.06413973181332074,1.0,,0.05
sigmoid,sigmoid,,0.06413973181332074,5.0,,0.05
sigmoid,sigmoid,,0.06413973181332074,0.25,,0.1
sigmoid,sigmoid,,0.06413973181332074,0.5,,0.1
sigmoid,sigmoid,,0.06413973181332074,1.0,,0.1
sigmoid,sigmoid,,0.06413973181332074,5.0,,0.1
